exc,name,p_car0,p_car1,p_housedown,p_no,p_river0,p_river1,p_street0,p_street1,precision,time,version
name 'numpy' is not defined,hack_x_resnet_team3,,,,,,,,,0.0,21.63028687399856,0.1.1237
name 'os' is not defined,team4/try13,,,,,,,,,0.0,0.06121287700079848,
"Unable to open file (unable to open file: name = 'disaster.h5', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)",team4/try12,,,,,,,,,0.0,0.006390939000993967,
"Tensor Tensor(""sequential_2/dense_2/Sigmoid:0"", shape=(?, 1), dtype=float32) is not an element of this graph.",hack_x_resnet_team3_try10,,,,,,,,,0.0,28.296011533999266,0.1.1237
"Unable to open file (unable to open file: name = 'vgg16_big_128_unweighted.h5', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)",team1/model2,,,,,,,,,0.0,1.4751639349997276,
"unexpected indent (model_team1.py, line 1)",team1/model1,,,,,,,,,0.0,1.3999368530021457,
Cannot find model '/home/jbr/hack35/hack_x_vgg_team3_try2/hack_x_resnet_team3.h5' (full path is '/home/jbr/hack35/hack_x_vgg_team3_try2/hack_x_resnet_team3.h5'),hack_x_vgg_team3_try2,,,,,,,,,0.0,1.8100292220005945,
Cannot find model '/home/jbr/hack35/hack_x_vgg_team3_try1/hack_x_resnet_team3.h5' (full path is '/home/jbr/hack35/hack_x_vgg_team3_try1/hack_x_resnet_team3.h5'),hack_x_vgg_team3_try1,,,,,,,,,0.0,1.7040647640023965,
"Tensor Tensor(""sequential_2/dense_2/Sigmoid:0"", shape=(?, 1), dtype=float32) is not an element of this graph.",hack_x_resnet_team3_try9,,,,,,,,,0.0,25.601556491998053,0.1.1237
"Tensor Tensor(""sequential_2/dense_2/Sigmoid:0"", shape=(?, 1), dtype=float32) is not an element of this graph.",hack_x_resnet_team3_try8,,,,,,,,,0.0,26.273836182997908,0.1.1237
"Tensor Tensor(""sequential_2/dense_2/Sigmoid:0"", shape=(?, 1), dtype=float32) is not an element of this graph.",hack_x_resnet_team3_try4,,,,,,,,,0.0,28.75213918699956,0.1.1237
name 'skt' is not defined,hack_x_resnet_team3_try2,,,,,,,,,0.0,22.380424573999335,0.1.1237
"Tensor Tensor(""sequential_2/dense_2/Sigmoid:0"", shape=(?, 1), dtype=float32) is not an element of this graph.",hack_x_resnet_team3_try13,,,,,,,,,0.0,28.165902692999225,0.1.1237
"Tensor Tensor(""sequential_2/dense_2/Sigmoid:0"", shape=(?, 1), dtype=float32) is not an element of this graph.",hack_x_resnet_team3_try12,,,,,,,,,0.0,28.062482606997946,0.1.1237
"Tensor Tensor(""sequential_2/dense_2/Sigmoid:0"", shape=(?, 1), dtype=float32) is not an element of this graph.",hack_x_resnet_team3_try11,,,,,,,,,0.0,26.369247955000898,0.1.1237
"Unable to open file (unable to open file: name = 'vgg16_big_128_unweighted.h5', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)",team1/model3,,,,,,,,,0.0,0.006282038000790635,
